image_id,image_path,split,source,dataset,label_path,total_boxes,puffin_boxes,non_puffin_boxes,puffin_bin,distance,scene,difficulty,contains_puffin,density,occlusion,has_detection_overlay,text_prompt,notes
test_eight-northern-gannet_jpeg.rf.a462975b8e8687ef05ea486b2c90959a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\eight-northern-gannet_jpeg.rf.a462975b8e8687ef05ea486b2c90959a.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\eight-northern-gannet_jpeg.rf.a462975b8e8687ef05ea486b2c90959a.txt,5,0,5,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-35-00-PM_png.rf.ef312da83c1fa9823bacbe3fff70325f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-00-PM_png.rf.ef312da83c1fa9823bacbe3fff70325f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-00-PM_png.rf.ef312da83c1fa9823bacbe3fff70325f.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_Screenshot-2023-04-10-at-8-47-56-PM_png.rf.25a32a04c57e866f4f9c1027b5384545,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-47-56-PM_png.rf.25a32a04c57e866f4f9c1027b5384545.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-47-56-PM_png.rf.25a32a04c57e866f4f9c1027b5384545.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Screenshot-2020-03-20-at-18-25-31-1920w_png.rf.77f4b48ba4c02f98bb925df39507a743,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2020-03-20-at-18-25-31-1920w_png.rf.77f4b48ba4c02f98bb925df39507a743.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2020-03-20-at-18-25-31-1920w_png.rf.77f4b48ba4c02f98bb925df39507a743.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_DJI_20220726115254_0260_Z_JPG.rf.045958fe3065874e65a95bc01009243c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115254_0260_Z_JPG.rf.045958fe3065874e65a95bc01009243c.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115254_0260_Z_JPG.rf.045958fe3065874e65a95bc01009243c.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_5760-1-_jpeg.rf.c68eddd7b67150f13b044eda2e30b004,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\5760-1-_jpeg.rf.c68eddd7b67150f13b044eda2e30b004.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\5760-1-_jpeg.rf.c68eddd7b67150f13b044eda2e30b004.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_73I2780-500x333_jpeg.rf.aeebfd337342713e17a681143429a96e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\73I2780-500x333_jpeg.rf.aeebfd337342713e17a681143429a96e.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\73I2780-500x333_jpeg.rf.aeebfd337342713e17a681143429a96e.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_razorbill5_png.rf.a6dae9e37a0d9f2b0f5a8ca089a09708,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill5_png.rf.a6dae9e37a0d9f2b0f5a8ca089a09708.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill5_png.rf.a6dae9e37a0d9f2b0f5a8ca089a09708.txt,7,0,7,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_o_rjutsum20110325_jpeg.rf.8e05875ff1c2fc45db97b9cbe80faaae,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\o_rjutsum20110325_jpeg.rf.8e05875ff1c2fc45db97b9cbe80faaae.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\o_rjutsum20110325_jpeg.rf.8e05875ff1c2fc45db97b9cbe80faaae.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_razorbill57_png.rf.fef32f8785b0661f9c54b62f591b4a82,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill57_png.rf.fef32f8785b0661f9c54b62f591b4a82.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill57_png.rf.fef32f8785b0661f9c54b62f591b4a82.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_MM9216_210804_020634-crop_jpeg.rf.0d146bf06b4c49426d0afe48a368c481,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\MM9216_210804_020634-crop_jpeg.rf.0d146bf06b4c49426d0afe48a368c481.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\MM9216_210804_020634-crop_jpeg.rf.0d146bf06b4c49426d0afe48a368c481.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_razorbill15_png.rf.5388a036adc7e7e6e2e5792f3119b98e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill15_png.rf.5388a036adc7e7e6e2e5792f3119b98e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill15_png.rf.5388a036adc7e7e6e2e5792f3119b98e.txt,18,16,2,group,,,,yes,group,,no,a photo containing a group of puffins,
valid_shag-at-nest-in-the-cliff_jpeg.rf.dc6e221bcbc6d21814aba5cb57893bf9,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\shag-at-nest-in-the-cliff_jpeg.rf.dc6e221bcbc6d21814aba5cb57893bf9.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\shag-at-nest-in-the-cliff_jpeg.rf.dc6e221bcbc6d21814aba5cb57893bf9.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_troup-252520head-252520227_jpeg.rf.a65cd64b7cdafd6bf7730891a576cc7e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\troup-252520head-252520227_jpeg.rf.a65cd64b7cdafd6bf7730891a576cc7e.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\troup-252520head-252520227_jpeg.rf.a65cd64b7cdafd6bf7730891a576cc7e.txt,13,0,13,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_1000_F_442393923_zlNs3u6nimfRmX3rM4ykO69E84Wkju29_jpg.rf.a4d29324639d0d4224133376bc2d759a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\1000_F_442393923_zlNs3u6nimfRmX3rM4ykO69E84Wkju29_jpg.rf.a4d29324639d0d4224133376bc2d759a.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\1000_F_442393923_zlNs3u6nimfRmX3rM4ykO69E84Wkju29_jpg.rf.a4d29324639d0d4224133376bc2d759a.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115306_0266_Z_JPG.rf.fc09bda196a4b3d7af854cfaa2394bc2,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115306_0266_Z_JPG.rf.fc09bda196a4b3d7af854cfaa2394bc2.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115306_0266_Z_JPG.rf.fc09bda196a4b3d7af854cfaa2394bc2.txt,16,16,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_DJI_20220726115422_0304_Z_JPG.rf.830e85ff1aeb2fa9c366ad16eaf0caf7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\DJI_20220726115422_0304_Z_JPG.rf.830e85ff1aeb2fa9c366ad16eaf0caf7.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\DJI_20220726115422_0304_Z_JPG.rf.830e85ff1aeb2fa9c366ad16eaf0caf7.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_240_F_239164313_OI1okZHgwlgIhFDbLD5ib0ZqEGBkGD9U_jpg.rf.1617cc9a9cd8a3d526f42a2196ebc01f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\240_F_239164313_OI1okZHgwlgIhFDbLD5ib0ZqEGBkGD9U_jpg.rf.1617cc9a9cd8a3d526f42a2196ebc01f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\240_F_239164313_OI1okZHgwlgIhFDbLD5ib0ZqEGBkGD9U_jpg.rf.1617cc9a9cd8a3d526f42a2196ebc01f.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_tcuVnu9-2-_jpeg.rf.313b1fae281e5664e11f64128a1a8bd0,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\tcuVnu9-2-_jpeg.rf.313b1fae281e5664e11f64128a1a8bd0.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\tcuVnu9-2-_jpeg.rf.313b1fae281e5664e11f64128a1a8bd0.txt,8,0,8,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_KdgSwuk-1-_jpeg.rf.1c9d05a438e1070e991988dd90d7672e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\KdgSwuk-1-_jpeg.rf.1c9d05a438e1070e991988dd90d7672e.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\KdgSwuk-1-_jpeg.rf.1c9d05a438e1070e991988dd90d7672e.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_tzzAUIu_jpeg.rf.e82ffc4253468e6c3d085c38bf93f1a5,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\tzzAUIu_jpeg.rf.e82ffc4253468e6c3d085c38bf93f1a5.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\tzzAUIu_jpeg.rf.e82ffc4253468e6c3d085c38bf93f1a5.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_Screenshot-2020-03-20-at-18-26-46-1920w_png.rf.f543e5ac4c37b44e220d4450f773098a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2020-03-20-at-18-26-46-1920w_png.rf.f543e5ac4c37b44e220d4450f773098a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2020-03-20-at-18-26-46-1920w_png.rf.f543e5ac4c37b44e220d4450f773098a.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_kittiwake33_png.rf.81272cbf223de87157f07f66a95983ad,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kittiwake33_png.rf.81272cbf223de87157f07f66a95983ad.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kittiwake33_png.rf.81272cbf223de87157f07f66a95983ad.txt,10,0,10,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115252_0259_Z_JPG.rf.1cc6b1a070e4fa2ac443eca0b8885feb,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115252_0259_Z_JPG.rf.1cc6b1a070e4fa2ac443eca0b8885feb.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115252_0259_Z_JPG.rf.1cc6b1a070e4fa2ac443eca0b8885feb.txt,14,14,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_macareux-moine-mafa-4g_jpeg.rf.581d6cf35f31c871b228c867a4b48483,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-moine-mafa-4g_jpeg.rf.581d6cf35f31c871b228c867a4b48483.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-moine-mafa-4g_jpeg.rf.581d6cf35f31c871b228c867a4b48483.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_5c59c16ba64707e843f28a5b9255defb9b2be2a8_jpeg.rf.2dfdb9c4d5eb37664449142f9f5d47d4,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\5c59c16ba64707e843f28a5b9255defb9b2be2a8_jpeg.rf.2dfdb9c4d5eb37664449142f9f5d47d4.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\5c59c16ba64707e843f28a5b9255defb9b2be2a8_jpeg.rf.2dfdb9c4d5eb37664449142f9f5d47d4.txt,22,0,22,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_AtlanticPuffin2_jpeg.rf.a45424b0728539dc695fb005256c1cc6,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\AtlanticPuffin2_jpeg.rf.a45424b0728539dc695fb005256c1cc6.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\AtlanticPuffin2_jpeg.rf.a45424b0728539dc695fb005256c1cc6.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_kittiwake11_png.rf.5d837a03d58857bc8f547c74e679e0da,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kittiwake11_png.rf.5d837a03d58857bc8f547c74e679e0da.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kittiwake11_png.rf.5d837a03d58857bc8f547c74e679e0da.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_Screenshot-2023-04-10-at-8-45-55-PM_png.rf.88f602c3c0f30287883ce2416940e900,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\Screenshot-2023-04-10-at-8-45-55-PM_png.rf.88f602c3c0f30287883ce2416940e900.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\Screenshot-2023-04-10-at-8-45-55-PM_png.rf.88f602c3c0f30287883ce2416940e900.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_DJI_20220726115254_0260_Z_JPG.rf.f036e9e0d22a0d107dc745807a05c412,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115254_0260_Z_JPG.rf.f036e9e0d22a0d107dc745807a05c412.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115254_0260_Z_JPG.rf.f036e9e0d22a0d107dc745807a05c412.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_razorbill14_png.rf.938e258b217d9f99354d475072b5844f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill14_png.rf.938e258b217d9f99354d475072b5844f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill14_png.rf.938e258b217d9f99354d475072b5844f.txt,3,2,1,few,,,,yes,few,,no,a photo containing a few puffins,
train_dw7Ra5K_jpeg.rf.a0af583b43089bb8b5c36e49a64ecc0a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\dw7Ra5K_jpeg.rf.a0af583b43089bb8b5c36e49a64ecc0a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\dw7Ra5K_jpeg.rf.a0af583b43089bb8b5c36e49a64ecc0a.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
valid_Screenshot-2020-03-20-at-18-24-37-1920w_png.rf.4fcec4a746f145c61ab72d1d61fbda24,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Screenshot-2020-03-20-at-18-24-37-1920w_png.rf.4fcec4a746f145c61ab72d1d61fbda24.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Screenshot-2020-03-20-at-18-24-37-1920w_png.rf.4fcec4a746f145c61ab72d1d61fbda24.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_F5A0759-500x333_jpeg.rf.1bad8b692aae5b50f8c07168c355ff35,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\F5A0759-500x333_jpeg.rf.1bad8b692aae5b50f8c07168c355ff35.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\F5A0759-500x333_jpeg.rf.1bad8b692aae5b50f8c07168c355ff35.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_F5A8900-500x333_jpeg.rf.3ea626dffa87730340436de7195f47bb,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\F5A8900-500x333_jpeg.rf.3ea626dffa87730340436de7195f47bb.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\F5A8900-500x333_jpeg.rf.3ea626dffa87730340436de7195f47bb.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_kittiwake60_png.rf.eda0c6ec54ee8f2f7a11c8929e8997b3,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kittiwake60_png.rf.eda0c6ec54ee8f2f7a11c8929e8997b3.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kittiwake60_png.rf.eda0c6ec54ee8f2f7a11c8929e8997b3.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_86sr8ii_jpeg.rf.457a048d544286c30470a21e76077c45,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\86sr8ii_jpeg.rf.457a048d544286c30470a21e76077c45.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\86sr8ii_jpeg.rf.457a048d544286c30470a21e76077c45.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
valid_razorbill67_png.rf.4445e13f9476f1e80af7e788b453c40a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\razorbill67_png.rf.4445e13f9476f1e80af7e788b453c40a.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\razorbill67_png.rf.4445e13f9476f1e80af7e788b453c40a.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_fullmar46_png.rf.62c3f9809d230d3c2b75e4bc764aa264,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\fullmar46_png.rf.62c3f9809d230d3c2b75e4bc764aa264.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\fullmar46_png.rf.62c3f9809d230d3c2b75e4bc764aa264.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_troup-252520head-252520128_jpeg.rf.4d1a291521215db0d4ba48be55926ee8,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\troup-252520head-252520128_jpeg.rf.4d1a291521215db0d4ba48be55926ee8.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\troup-252520head-252520128_jpeg.rf.4d1a291521215db0d4ba48be55926ee8.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_DJI_20220726115600_0353_Z_JPG.rf.be7849865ecf0fbc7c0b9d2e8ded0a8c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\DJI_20220726115600_0353_Z_JPG.rf.be7849865ecf0fbc7c0b9d2e8ded0a8c.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\DJI_20220726115600_0353_Z_JPG.rf.be7849865ecf0fbc7c0b9d2e8ded0a8c.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
valid_atlantic_puffin_newfoundland1_jpeg.rf.7857dfc056164e234b94cf50fee74999,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\atlantic_puffin_newfoundland1_jpeg.rf.7857dfc056164e234b94cf50fee74999.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\atlantic_puffin_newfoundland1_jpeg.rf.7857dfc056164e234b94cf50fee74999.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_atlantic_puffin_newfoundland2_jpeg.rf.4ff6f1f141b97aa45cccb2808aafbfb7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\atlantic_puffin_newfoundland2_jpeg.rf.4ff6f1f141b97aa45cccb2808aafbfb7.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\atlantic_puffin_newfoundland2_jpeg.rf.4ff6f1f141b97aa45cccb2808aafbfb7.txt,10,10,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_P-H_PUFFINS_ULAY-Consolidated-01-transfer_jpeg.rf.a35a32ec46bc441bcab370798bd5bb4a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\P-H_PUFFINS_ULAY-Consolidated-01-transfer_jpeg.rf.a35a32ec46bc441bcab370798bd5bb4a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\P-H_PUFFINS_ULAY-Consolidated-01-transfer_jpeg.rf.a35a32ec46bc441bcab370798bd5bb4a.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
test_fullmar42_png.rf.862bad74bda5aea876e71d39ef56b662,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\fullmar42_png.rf.862bad74bda5aea876e71d39ef56b662.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\fullmar42_png.rf.862bad74bda5aea876e71d39ef56b662.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_1000_F_442391948_kvGibW42Lyn2Rd2K3IJ1Fuywh6vLZCPo_subset2_jpg.rf.208fc703521aaa388da23ef2e5f589e7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\1000_F_442391948_kvGibW42Lyn2Rd2K3IJ1Fuywh6vLZCPo_subset2_jpg.rf.208fc703521aaa388da23ef2e5f589e7.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\1000_F_442391948_kvGibW42Lyn2Rd2K3IJ1Fuywh6vLZCPo_subset2_jpg.rf.208fc703521aaa388da23ef2e5f589e7.txt,7,0,7,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_P-H_PUFFINS_ULAY-Consolidated-01-transfer_jpeg.rf.21b77e0cdf005c12e8a4c007ca1656e1,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\P-H_PUFFINS_ULAY-Consolidated-01-transfer_jpeg.rf.21b77e0cdf005c12e8a4c007ca1656e1.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\P-H_PUFFINS_ULAY-Consolidated-01-transfer_jpeg.rf.21b77e0cdf005c12e8a4c007ca1656e1.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_razorbill96_png.rf.b4fbe649d9976f8a927c155d86fce64b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill96_png.rf.b4fbe649d9976f8a927c155d86fce64b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill96_png.rf.b4fbe649d9976f8a927c155d86fce64b.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_macareux-poissons_jpeg.rf.7e98e2b2ce974b4040d83f3c86fabe8f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-poissons_jpeg.rf.7e98e2b2ce974b4040d83f3c86fabe8f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-poissons_jpeg.rf.7e98e2b2ce974b4040d83f3c86fabe8f.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_DJI_20220726115306_0266_Z_JPG.rf.f5822083cec9ce96c37f6b0d8ba2ff10,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115306_0266_Z_JPG.rf.f5822083cec9ce96c37f6b0d8ba2ff10.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115306_0266_Z_JPG.rf.f5822083cec9ce96c37f6b0d8ba2ff10.txt,16,16,0,group,,,,yes,group,,no,a photo containing a group of puffins,
